material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA
"1,2,3-TRIETHYLBENZENE",0,1.1637037037037037,0.6389044666131659,10.25,3.1258082997269927,8.35337115112852,9.309126559714796,1.6864279426239364,0.0,6.703888888888889,0,0,3.333045434116956,3.373800000000003,18,0,30,211.41854400000008,385.90537200000006,558.589348,162.12,90.548720956678,61.10160016305397,4850.0500095164825,8255.235953889287,13839.172971444052,188.05700735828995,35.0,24.0,1620.9173767624038,-1.7838658931084185e-13,-4.438127643169309e-15,-3.309938434448156e-15,4.051227284709853e-15,39.36177135683274,1.312059045227758,0.987216711508422,2.427635719376995,2.181635719376993,2.523839199239346,4.619947640580377,55.43937168696452,4.619947640580377,4.619947640580377,4.619947640580377,55.43937168696452,36.64812034862426,4.619947640580377,28.9905316824472,27.529411764705884,27.84,19.18699041916169,33.73760681331758,6.703888888888889,0.0,0.2,3.93594000115385,32.41446071165522,-4.308461998606841,156.1799999999998,0.0,23.44106309367245,0.0,32.04227399999997,18.057726,0.0
n-HEPTYLBENZENE,0,1.2545181405895691,0.5697750172321101,10.23076923076923,2.0653801840299586,8.629392033067417,10.301833060556463,4.716887369664168,0.0,2.2611068594104307,0,0,5.313771728456181,4.199500000000003,20,0,33,232.395988,429.385784,399.08518,178.05,68.16669063577201,59.145161776376,5346.67966965498,9104.91411885554,9306.770381747374,185.6786245866633,15.333333333333332,-1.7024793388429764,1773.731136187815,1.241383475207301e-13,1.9739464628714743e-16,-2.988627481397332e-15,-3.4391788637517718e-15,43.07264542414359,1.3052316795195027,0.987939700337757,2.440130556544771,2.194130556544772,1.8618747385369288,6.991217189843085,90.88582346796008,6.991217189843085,6.991217189843085,6.991217189843085,90.88582346796008,73.37306168056541,6.991217189843085,31.87836853605244,30.25490196078432,30.6,20.985544910179645,37.15289645924176,2.2611068594104307,0.0,0.1818181818181818,4.077099340411559,37.319358937736126,-4.452926901912676,170.26999999999967,0.0,25.70801059777936,0.0,35.04585999999997,20.06414,0.0
"2,6-DIMETHYLTETRALIN",0,0.8890797430083143,0.5467322323764546,22.0,2.365225775947554,7.930721420318147,7.847877885251567,1.383514760762214,0.0,4.528880385487529,0,0,1.9160967503558768,3.1198200000000016,16,0,28,197.9816160000001,388.371528,272.445896,152.44,59.25228180152699,36.74496839273499,4480.2147054679845,8080.866066086541,6396.049542227534,199.2693832816728,27.59183673469388,1.2448979591836824,1543.7308350118124,73.51099214341983,0.0399999999999968,0.0293877551020382,0.3286283379098812,37.48740129222168,1.3388357604364884,0.993569099733692,2.4275336723419088,2.1815336723419128,1.935505477290532,4.452201687245702,53.426420246948425,4.452201687245702,4.452201687245702,4.452201687245702,53.426420246948425,39.29705460536088,4.452201687245702,27.102694828841955,25.80392156862745,26.08,18.38843592814372,31.322317167393408,4.528880385487529,0.0,0.3571428571428571,3.822126786023352,27.530057822036422,-3.5840415136112864,145.31999999999985,0.0,24.36053396477465,0.0,30.70868799999997,16.051312,0.0
"1,2,3,5-TETRAETHYLBENZENE",0,1.1567403628117914,0.6744147938792605,10.571428571428571,3.2414195948560804,9.983127663125442,11.295642965204236,2.173552915934985,0.0,9.01374149659864,0,0,4.185752511563622,3.936200000000003,22,0,36,253.3734320000001,470.988936,773.8098439999999,193.98,122.647422796376,101.20935222305398,5843.309329793477,10140.902368820784,18327.536636339453,183.6966389436411,44.44444444444444,34.31481481481481,1926.090092757794,6.463750468585142e-13,-7.425190435071551e-16,-6.659564874864385e-16,1.382782914108446e-16,46.77247522339695,1.2992354228721374,0.9872166707420852,2.423283109189152,2.177283109189148,2.6307715658835016,5.2558078608149685,73.58131005140957,5.2558078608149685,5.2558078608149685,5.2558078608149685,73.58131005140957,47.5838264239476,5.2558078608149685,34.76620538965769,32.98039215686274,33.36,22.78409940119761,40.568186105165935,9.01374149659864,0.0,0.1666666666666666,4.205846236634083,38.024862863270855,-5.264658683061029,184.3599999999996,0.0,27.30678582111084,0.0,38.04944599999997,22.070554,0.0
n-DECYLBENZENE,0,1.2597222222222222,0.4887484730401746,10.5625,1.886785875213792,10.75071237662706,13.285703022339028,6.657444777633443,0.0,2.2776386865199094,0,0,7.8437792854204735,5.369800000000005,26,0,42,295.32832,557.5743079999996,587.7398800000001,225.84,95.23127721396,86.20974835456401,6836.568650070474,11877.520715753084,13743.635846863164,180.5820900760348,16.04761904761904,-4.38775510204082,2229.833428350396,6.42666328748886e-14,-9.645370921715669e-16,-8.423477335152163e-16,7.82820136043313e-16,54.14846853320909,1.2892492507906923,0.9879377448608636,2.440130490545888,2.1941304905458834,1.7674060882925826,9.278922403052118,148.46275844883388,9.278922403052118,9.278922403052118,9.278922403052118,148.46275844883388,120.28434833999484,9.278922403052118,40.54187909686818,38.431372549019606,38.88,26.38120838323354,47.39876539701429,2.2776386865199094,0.0,0.1428571428571428,4.433605539801629,47.47689848423944,-5.677472282265727,212.53999999999945,0.0,31.70844372663134,0.0,44.056617999999965,26.083382,0.0
PENTAETHYLBENZENE,0,1.1737773998488283,0.6824171459365279,10.8125,3.4743910263385565,11.612884175122364,13.285703022339028,2.3121363622096016,0.0,11.43248299319728,0,0,5.047365581360759,4.498600000000004,26,0,42,295.32832,556.0725,1170.405152,225.84,174.78992221607396,152.315228429128,6836.568650070474,12026.568783752284,27803.209993201137,180.5820900760348,55.666666666666686,51.517006802721085,2229.833428350396,7.423214014080571e-15,-9.645370921715669e-16,-8.423477335152163e-16,5.60775531118282e-16,54.14846853320909,1.2892492507906923,0.987215906713714,2.4183008808337494,2.1723008808337507,2.846285622303301,5.627127110714515,90.03403377143225,5.627127110714515,5.627127110714515,5.627127110714515,90.03403377143225,56.9727055404532,5.627127110714515,40.54187909686818,38.431372549019606,38.88,26.38120838323354,47.39876539701429,11.43248299319728,0.0,0.1428571428571428,4.433605539801629,44.9335640509072,-6.213032282265727,212.53999999999945,0.0,31.168944747660017,0.0,44.056617999999965,26.083382,0.0
HEXAETHYLBENZENE,0,1.1908144368858653,0.657813336817233,11.0,3.712811548296554,13.242640687119287,15.27807200929152,2.481047859790056,0.0,13.905668934240364,0,0,5.914959447273371,5.061000000000004,30,0,48,337.28320799999995,641.156064,1632.2803680000002,257.7,232.958858636376,216.456221925504,7829.827970347471,13912.235198683777,38567.067879233306,178.24617842533,66.75,69.65625,2532.683401191255,-5.684341886080804e-14,2.3314683517128287e-15,9.992007221626409e-16,-3.552713678800501e-15,61.50276774505119,1.281307661355233,0.9872153176345432,2.413811653328209,2.1678116533282035,3.059778227774302,5.931040925429085,106.75873665772356,5.931040925429085,5.931040925429085,5.931040925429085,106.75873665772356,65.33505698359885,5.931040925429085,46.31755280407866,43.88235294117648,44.4,29.97831736526946,54.22934468886264,13.905668934240364,0.0,0.125,4.630528497796191,53.21384822086196,-7.155051275019098,240.7199999999997,0.0,35.02727857999127,0.0,50.06378999999996,30.09621,0.0
CYCLOHEXYLBENZENE,0,0.8610648148148146,0.5868317354442154,19.33333333333333,2.082510086938828,7.499635521070494,7.847877885251567,1.6864279426239364,0.0,0.0,0,0,2.4527564344421435,3.734300000000003,16,0,28,197.9816160000001,389.1224319999999,315.19911999999994,152.44,63.271924586677976,45.439082822432994,4480.2147054679845,8006.342032086947,7325.718653881832,199.2693832816728,13.306122448979597,-4.04081632653061,1543.7308350118124,73.51099214341983,0.0399999999999968,0.0293877551020382,0.3286283379098814,37.48740129222168,1.3388357604364884,1.8245373190299248,2.4389015741288493,2.1929015741288467,1.7997325191361424,4.877299779157369,58.52759734988842,4.877299779157369,4.877299779157369,4.877299779157369,58.52759734988842,44.87165434127385,4.877299779157369,27.102694828841955,25.80392156862745,26.08,18.38843592814372,31.322317167393408,0.0,0.0,0.4285714285714285,3.822126786023352,36.73395348603132,-3.0647215136112864,145.31999999999985,0.0,24.594433723682137,0.0,30.70868799999997,16.051312,0.0
BIPHENYL,0,1.2760185185185189,0.5905018880213778,9.666666666666666,2.457149480139045,6.77350269189626,7.108736857548047,1.3739359404482387,0.0,0.0,0,0,1.9104412790426617,3.353600000000002,10,0,22,157.67083200000005,263.0008959999999,197.791888,123.40000000000002,45.911900818792,32.529212198792,3370.7087933224902,5091.160651698001,4436.479403960392,245.13819387732983,7.710743801652888,-14.776859504132233,1227.9677096684873,46.51392839653351,0.0253099173553694,0.0185950413223124,0.2079389018283103,29.819523755176338,1.3554328979625607,2.733811610431108,2.423810173372535,2.177810173372532,1.7997325191361424,4.090062049776064,49.08074459731276,4.090062049776064,4.090062049776064,4.090062049776064,49.08074459731276,37.90482833080401,4.090062049776064,21.43918426802622,20.62745098039216,20.8,15.99277245508982,24.07644822962088,0.0,0.0,0.5454545454545454,3.465401407160341,39.967219339647706,-3.3843144470478648,132.41999999999996,0.0,24.594433723682137,0.0,26.707929999999983,10.03207,0.0
p-TERPHENYL,0,1.2595195578231295,0.5794896680157823,10.22222222222222,1.951466168669556,10.082903768654765,10.791412652993694,2.1842195484317144,0.0,0.0,0,0,2.929622639851944,5.020600000000004,14,0,32,229.787784,395.347112,397.275312,180.26,91.496387207886,71.759847157584,4871.145537959486,7584.084594301201,8767.646041429185,251.82739542252992,14.3203125,-19.1015625,1772.8783808338785,86.1815879572021,0.0468945312499992,0.0344531249999986,0.3852717965437563,43.05193742153583,1.3453730444229943,2.7343609238974165,2.4164830550739542,2.170483055073956,1.4472448800767412,6.1969850483190925,111.54573086974368,6.1969850483190925,6.1969850483190925,6.1969850483190925,111.54573086974368,87.29472577267066,6.1969850483190925,31.21485797523671,30.07843137254902,30.32,23.58988143712575,34.90702752146923,0.0,0.0,0.5625,4.011300591711502,60.13465771678022,-5.319066105737111,193.19999999999973,0.0,37.385806429388325,0.0,39.39510199999999,14.044897999999998,0.0
m-TERPHENYL,0,1.2595195578231295,0.5794896680157823,10.22222222222222,2.053580217290234,10.082903768654765,10.791412652993694,2.1842195484317144,0.0,0.0,0,0,2.929622639851944,5.020600000000004,14,0,32,229.787784,395.347112,429.034048,180.26,97.191385683037,85.591172778188,4871.145537959486,7584.084594301201,9147.64304854379,251.82739542252992,14.3203125,-18.1015625,1772.8783808338785,86.18158795720208,0.0468945312499992,0.0344531249999986,0.3852717965437563,43.05193742153583,1.3453730444229943,2.7343772098766266,2.41583778135408,2.16983778135409,1.533566669534345,5.869098424163443,105.64377163494194,5.869098424163443,5.869098424163443,5.869098424163443,105.64377163494194,80.27306670438877,5.869098424163443,31.21485797523671,30.07843137254902,30.32,23.58988143712575,34.90702752146923,0.0,0.0,0.5625,4.011300591711502,60.13465771678022,-5.319066105737111,193.19999999999973,0.0,37.38796599089998,0.0,39.39510199999999,14.044897999999998,0.0
o-TERPHENYL,0,1.261067649281935,0.5794896680157822,10.22222222222222,2.177338239934605,10.082903768654765,10.791412652993694,2.052512212710218,0.0,0.0,0,0,2.929622639851944,5.020600000000004,14,0,32,229.787784,395.347112,515.2914000000001,180.26,111.022711303641,102.304415878188,4871.145537959486,7584.084594301201,10932.457237852788,251.82739542252992,15.3203125,-11.1015625,1772.8783808338785,86.18158795720208,0.0468945312499992,0.0344531249999986,0.3852717965437564,43.05193742153583,1.3453730444229943,2.734355325870411,2.413689672404904,2.1676896724049004,1.6406092804874817,5.5608614607626095,100.09550629372696,5.5608614607626095,5.5608614607626095,5.5608614607626095,100.09550629372696,73.15105666981675,5.5608614607626095,31.21485797523671,30.07843137254902,30.32,23.58988143712575,34.90702752146923,0.0,0.0,0.5625,4.011300591711502,60.13465771678022,-5.319066105737111,193.19999999999973,0.0,37.39552445619074,0.0,39.39510199999999,14.044897999999998,0.0
"1,1-DIPHENYLETHANE",0,0.4837037037037036,0.6616304580171462,10.428571428571429,2.2962461305928525,8.350852961085886,9.01309382086168,1.847560982584576,0.0,2.240740740740741,0,0,2.639246271851857,3.838400000000002,14,0,28,199.6257200000001,348.4836280000001,366.3149120000001,155.26,77.99247601698002,59.26638434728199,4363.968113599486,6945.0319623181485,8324.058825691884,227.30032309012992,17.25,-12.0,1575.8918940745584,56.28185335980555,0.0306249999999975,0.0224999999999979,0.2516060712122513,38.26838881914296,1.3667281721122484,0.9939499354833554,2.4318744120208065,2.1858744120208096,1.8179762710410508,5.029149063666735,70.40808689133428,5.029149063666735,5.029149063666735,5.029149063666735,70.40808689133428,54.104505523109935,5.029149063666735,27.21485797523671,26.07843137254902,26.32,19.589881437125754,30.90702752146923,2.240740740740741,0.0,0.4642857142857143,3.807354922057604,44.063615534505885,-3.835426444577378,160.59999999999977,0.0,28.405439002549,0.0,32.71510199999998,14.044897999999998,0.0
DIPHENYLMETHANE,0,1.0294444444444444,0.6452001853099995,9.846153846153848,2.1614757505786617,7.480609473082808,8.057239275855297,2.1870744067645087,0.0,0.0,0,0,2.418760145606337,3.277400000000002,12,0,25,178.64827600000004,305.730404,242.189216,139.33,53.26815243818798,45.911900818792,3867.338453460988,6015.36285066385,5249.901923746193,235.148986236498,7.36,-26.880000000000003,1404.7950598607497,51.86935605639688,0.0282240000000014,0.020735999999999,0.2318801552292098,34.113535175921726,1.364541407036869,1.9898693860374144,2.434011471753569,2.188011471753568,1.6872141191211394,4.92867944799571,64.07283282394422,4.92867944799571,4.92867944799571,4.92867944799571,64.07283282394422,50.9368784894149,4.92867944799571,24.327021121631464,23.35294117647059,23.56,17.791326946107787,27.491737875545056,0.0,0.0,0.52,3.6450106537795226,42.209631074939765,-3.7979416492104354,146.50999999999982,0.0,26.591508901649604,0.0,29.711515999999985,12.038484,0.0
"1,2-DIPHENYLETHANE",0,1.1298148148148148,0.6814602021498523,10.0,1.957475895987532,8.187716254269356,9.01309382086168,2.4617954580094508,0.0,0.0,0,0,2.970087551541553,3.4718000000000018,14,0,28,199.6257200000001,348.45991200000003,284.144104,155.26,61.27923291697999,53.268152438188,4363.968113599486,6939.5650496297,6243.161244023187,227.30032309012992,10.25,-26.0,1575.8918940745584,56.28185335980555,0.0306249999999975,0.0224999999999979,0.2516060712122515,38.26838881914296,1.3667281721122484,1.8952485705767328,2.4378065548331627,2.191806554833164,1.5986594573645954,5.764558125188198,80.70381375263479,5.764558125188198,5.764558125188198,5.764558125188198,80.70381375263479,65.26062442491761,5.764558125188198,27.21485797523671,26.07843137254902,26.32,19.589881437125754,30.90702752146923,0.0,0.0,0.5,3.807354922057604,45.26676764395914,-4.209226444577379,160.59999999999977,0.0,28.59004649063333,0.0,32.71510199999998,14.044897999999998,0.0
TRIPHENYLMETHANE,0,0.3088888888888887,0.5766946529262025,10.578947368421051,2.1210106325672244,10.737604307034015,11.733706847530526,2.5790807095808668,0.0,0.0,0,0,3.417867217288717,4.866800000000003,16,0,35,250.7652280000001,438.475788,666.1014720000001,196.19,135.77121587818797,133.734186312735,5367.775198097984,8476.4916889557,14085.446903020338,244.11888697520428,11.020408163265309,-25.10204081632653,1955.3923910149629,94.09406994357744,0.051199999999999,0.0376163265306119,0.4206442725246451,47.484041636814126,1.356686903908975,2.733806846008016,2.425949251060376,2.179949251060373,1.6836878326608633,5.935016392750701,112.76531146226336,5.935016392750701,5.935016392750701,5.935016392750701,112.76531146226336,75.28311780857445,5.935016392750701,34.10269482884196,32.80392156862745,33.08,25.38843592814372,38.32231716739341,0.0,0.0,0.5428571428571428,4.134589221583661,61.50189578856017,-5.21492770698615,207.2899999999997,0.0,39.36252464144376,0.0,42.39868799999999,16.051312,0.0
"2,4-DIPHENYL-4-METHYLPENTENE-1",0,0.1192309145880574,0.6950907931788424,11.22222222222222,2.1651245395776497,11.187716254269358,12.632105420792785,2.892920348328378,0.0,8.784149659863946,0,0,3.663657584230013,5.067700000000004,20,0,38,270.098568,477.5653520000001,697.0416640000001,209.3,130.023831315772,112.96504714456398,5980.6514501049805,9675.916001346788,15882.504912819262,216.97313473964573,32.60941828254849,-12.673130193905818,2132.7860220557936,62.3621643875962,0.0339335180055375,0.0249307479224329,0.2787878905398927,51.79180441688519,1.3629422214969786,0.9929217157470616,2.4309146129129866,2.1849146129129835,1.847793935477904,6.659597428258126,119.87275370864631,6.659597428258126,6.659597428258126,6.659597428258126,119.87275370864631,92.65875168575036,6.659597428258126,36.87836853605246,35.2549019607843,35.60000000000001,25.98554491017965,42.15289645924176,4.548518518518518,0.0,0.3947368421052631,4.249926629571286,49.17854617879188,-5.08123373364297,212.65999999999963,0.0,35.97987155136552,0.0,43.39585999999998,20.06414,0.0
n-PENTYLBENZENE,0,1.2447222222222225,0.5738222812418071,9.909090909090908,2.2758012873675093,7.215178470694321,8.31784735812133,3.2185695956027125,0.0,2.241064814814815,0,0,3.742028608547884,3.4193000000000024,16,0,27,190.44110000000003,343.926768,273.31537999999995,146.19,50.12363291697999,41.10210405758399,4353.420349377984,7256.509720923845,6348.860071670182,190.96391963472257,14.592592592592588,-0.4526748971193364,1467.4972135297476,-1.623465080600867e-13,-2.1413030623141654e-15,-4.096166136047377e-16,2.274483224542295e-15,35.63617159877864,1.319858207362172,0.9879410196329804,2.440130533362044,2.1941305333620447,1.958313149770644,5.45394234273855,59.99336577012406,5.45394234273855,5.45394234273855,5.45394234273855,59.99336577012406,47.93384901976748,5.45394234273855,26.102694828841955,24.80392156862745,25.08,17.388435928143718,30.322317167393408,2.241064814814815,0.0,0.2222222222222222,3.779768437222602,31.084517899881952,-3.625963994135821,142.0899999999999,0.0,21.70652558457255,0.0,29.03868799999997,16.051312,0.0
n-HEXYLBENZENE,0,1.2508333333333332,0.5774504107669273,10.083333333333334,2.157795777203053,7.922285251880869,9.309126559714796,3.5646069197864145,0.0,2.25249716553288,0,0,4.513339621666709,3.809400000000003,18,0,30,211.41854400000008,386.6562759999999,336.20028,162.12,59.14516177637599,50.12363291697999,4850.0500095164825,8180.711919889693,7827.815226708777,188.05700735828995,15.0,-1.0,1620.9173767624038,-2.352300081716499e-13,-4.438127643169309e-15,-3.337694010063785e-15,4.273271889634884e-15,39.36177135683274,1.312059045227758,0.987940353146498,2.4401304872946623,2.194130487294668,1.906220771718448,6.223040480075899,74.67648576091081,6.223040480075899,6.223040480075899,6.223040480075899,74.67648576091081,60.05653569636786,6.223040480075899,28.9905316824472,27.529411764705884,27.84,19.18699041916169,33.73760681331758,2.25249716553288,0.0,0.2,3.93594000115385,34.12147212725228,-4.040681998606841,156.1799999999998,0.0,23.707515593377085,0.0,32.04227399999997,18.057726,0.0
n-OCTYLBENZENE,0,1.2569097222222223,0.5515866230382639,10.357142857142858,1.992370638117442,9.336498814253964,11.295642965204236,5.059007737588519,0.0,2.267826252414546,0,0,6.138194531235804,4.589600000000004,22,0,36,253.3734320000001,472.11529200000007,461.97008000000005,193.98,77.18821949516801,68.166690635772,5843.309329793477,10029.116317821386,10785.725536785973,183.6966389436411,15.611111111111102,-2.5185185185185244,1926.090092757794,5.895316279977062e-13,-7.563968313149696e-16,-6.659564874864385e-16,1.382782914108446e-16,46.77247522339695,1.2992354228721374,0.9879390473648596,2.440130518141924,2.194130518141925,1.824654138296174,7.756984914690618,108.5977888056686,7.756984914690618,7.756984914690618,7.756984914690618,108.5977888056686,87.85978701365312,7.756984914690618,34.76620538965769,32.98039215686274,33.36,22.78409940119761,40.568186105165935,2.267826252414546,0.0,0.1666666666666666,4.205846236634083,40.62893258678688,-4.86298868306103,184.3599999999996,0.0,27.70825809998049,0.0,38.04944599999997,22.070554,0.0
n-NONYLBENZENE,0,1.2585493827160494,0.5238281641447791,10.466666666666669,1.9340126249781269,10.043605595440512,12.290323488045008,6.32580017971146,0.0,2.273217198916604,0,0,6.982591203049628,4.979700000000005,24,0,39,274.350876,514.8448,524.85498,209.91000000000005,86.20974835456401,77.188219495168,6339.938989931976,10953.318516787234,12264.68069182457,182.01957416877613,15.846153846153848,-3.420118343195276,2078.0992009774395,-3.6146567661647443e-14,-4.592991421117958e-15,-3.975429863670215e-15,7.103694472630809e-15,50.46380943183686,1.2939438315855605,0.9879383955849076,2.4401305105824447,2.19413051058244,1.793514134793646,8.51964558729688,127.79468380945322,8.51964558729688,8.51964558729688,8.51964558729688,127.79468380945322,103.50068287469762,8.51964558729688,37.65404224326295,35.70588235294117,36.12000000000001,24.582653892215586,43.98347575109011,2.273217198916604,0.0,0.1538461538461538,4.324165614139373,44.02101245004688,-5.271104726814556,198.4499999999996,0.0,29.708381851081057,0.0,41.053031999999966,24.076968,0.0
n-UNDECYLBENZENE,1,1.2605899908172635,0.4498339661224316,10.647058823529411,1.848105588685233,11.457819157813608,14.2816522811344,8.012735694120282,0.0,2.281330911803044,0,0,8.719208934701275,5.759900000000005,28,0,45,316.3057639999999,600.3038159999996,650.6247800000002,241.77,104.252806073356,95.23127721396,7333.1983102089725,12801.722914718934,15222.591001901756,179.33627052899223,16.22222222222223,-5.407407407407407,2381.3477510460007,4.615346642058417e-13,6.48787984927178e-16,-3.910895989772061e-15,-9.945427236440829e-16,57.82778754892716,1.2850619455317145,0.9879370952033794,2.440130475027668,2.194130475027673,1.7454135642113169,10.03476785181296,170.59105348082034,10.03476785181296,10.03476785181296,10.03476785181296,170.59105348082034,138.20239221226723,10.03476785181296,43.42971595047344,41.15686274509802,41.64000000000001,28.17976287425151,50.81405504293846,2.281330911803044,0.0,0.1333333333333333,4.535395691530415,50.983851073463,-6.082257365763988,226.62999999999948,0.0,33.70847466440648,0.0,47.06020399999996,28.089796,0.0
n-TRIDECYLBENZENE,0,1.2617636423405654,0.3742116004909498,10.789473684210526,1.7892517609115608,12.872032720186704,16.27488474204171,9.756637051777629,0.0,2.287147579364217,0,0,10.504911569216848,6.540100000000007,32,0,51,358.26065199999994,685.7628319999998,776.3945799999999,273.62999999999994,122.295863792148,113.27433493275198,8326.457630485967,14650.127312650631,18180.501311978955,177.2843324515105,16.509803921568622,-7.564013840830451,2683.8719092362235,-1.93259743716772e-12,-1.276278865794664e-15,-1.0783213998769092e-15,6.321392952592452e-16,65.17417479562724,1.2779249959926908,0.9879357990738322,2.4401304414684413,2.194130441468444,1.710887311648836,11.536538315635667,219.1942279970777,11.536538315635667,11.536538315635667,11.536538315635667,219.1942279970777,177.4177247944125,11.536538315635667,49.20538965768391,46.6078431372549,47.16,31.776871856287432,57.644634334786815,2.287147579364217,0.0,0.1176470588235294,4.719816132459375,58.11684711286059,-6.887625453992003,254.8099999999999,0.0,37.70849786773784,0.0,53.06737599999996,32.102624,0.0
n-TETRADECYLBENZENE,0,1.262171201814059,0.3420145246670111,10.85,1.766595233519057,13.579139501373252,17.272029136316334,10.061068079923889,0.0,2.2894794009817527,0,0,11.41210425893983,6.930200000000007,34,0,54,379.2380959999999,728.4923399999998,839.2794800000001,289.55999999999983,131.317392651544,122.295863792148,8823.087290624466,15574.329511616485,19659.45646701755,176.42935825255972,16.629629629629626,-8.687242798353918,2834.937798864285,-2.4003317315514776e-12,-3.1287125192103848e-15,-1.1871633648695302e-15,3.753719589020191e-15,68.84260422491326,1.2748630412020974,0.9879351525966766,2.440130424864296,2.194130424864292,1.697249633627234,12.282780210934892,245.65560421869785,12.282780210934892,12.282780210934892,12.282780210934892,245.65560421869785,198.7063095367146,12.282780210934892,52.09322651128917,49.33333333333332,49.920000000000016,33.575426347305395,61.05992398071099,2.2894794009817527,0.0,0.1111111111111111,4.803931453708496,61.73091564769644,-7.288435191888469,268.90000000000015,0.0,39.70850173495973,0.0,56.07096199999996,34.109038000000005,0.0
n-DODECYLBENZENE,0,1.26125,0.4107085252793822,10.72222222222222,1.816066575113359,12.164925939000156,15.27807200929152,8.331190757979513,0.0,2.2844607057982227,0,0,9.606815652487606,6.150000000000007,30,0,48,337.28320799999995,643.033324,713.5096799999999,257.7,113.27433493275198,104.252806073356,7829.827970347471,13725.925113684789,16701.546156940356,178.24617842533,16.375,-6.46875,2532.683401191255,-1.7053025658242404e-13,2.3314683517128287e-15,9.992007221626409e-16,-3.774758283725532e-15,61.50276774505119,1.281307661355233,0.987936446608525,2.4401304579115424,2.194130457911548,1.7267782836405243,10.787258960382175,194.17066128687924,10.787258960382175,10.787258960382175,10.787258960382175,194.17066128687924,157.24847819927402,10.787258960382175,46.31755280407866,43.88235294117648,44.4,29.97831736526946,54.22934468886264,2.2844607057982227,0.0,0.125,4.630528497796191,54.53275903907689,-6.485601275019098,240.7199999999997,0.0,35.70849013329405,0.0,50.06378999999996,30.09621,0.0
5-ETHYL-m-XYLENE,1,1.1413888888888888,0.5537053444239534,9.9,3.061688151345299,6.939157588755425,7.328459869848157,1.598288065805947,0.0,6.478703703703703,0,0,2.1028898019938658,2.8658400000000013,14,0,24,169.463656,300.446356,308.717568,130.26,47.78133965909399,30.710483200621,3856.790689239486,6406.8315559575885,7812.57267210962,194.59755998026336,28.25000000000001,3.875000000000005,1313.2432450621322,-1.7214806971300042e-13,7.015607230955979e-16,-3.191891195797325e-16,-1.6134223459345837e-15,31.890324015952466,1.328763500664686,0.9878443771820654,2.4281797562365166,2.18217975623652,2.3473392699658864,3.853025099166781,38.53025099166781,3.853025099166781,3.853025099166781,3.853025099166781,38.53025099166781,26.888189601116864,3.853025099166781,23.21485797523671,22.07843137254902,22.32,15.58988143712575,26.90702752146923,6.478703703703703,0.0,0.25,3.605093744070003,26.176995281587857,-3.4761923941215143,128.0,0.0,19.39835885735728,0.0,26.035101999999977,14.044897999999998,0.0
