material or substance name,Validation,RDKit2D_MinEStateIndex,RDKit2D_qed,RDKit2D_SPS,RDKit2D_BalabanJ,RDKit2D_Chi0n,RDKit2D_Kappa1,RDKit2D_Kappa3,RDKit2D_VSA_EState3,RDKit2D_VSA_EState8,RDKit2D_NHOHCount,RDKit2D_NumHDonors,RDKit2D_Phi,RDKit2D_MolLogP,PubChemFP_fp_0,PubChemFP_fp_9,Mordred2D_nAtom,Mordred2D_ATS0se,Mordred2D_ATS2se,Mordred2D_ATS6se,Mordred2D_ATS0are,Mordred2D_ATS5p,Mordred2D_ATS6p,Mordred2D_ATS0i,Mordred2D_ATS2i,Mordred2D_ATS6i,Mordred2D_AATS0v,Mordred2D_ATSC1dv,Mordred2D_ATSC2dv,Mordred2D_ATSC0v,Mordred2D_ATSC1v,Mordred2D_ATSC1pe,Mordred2D_ATSC1are,Mordred2D_ATSC1p,Mordred2D_ATSC0i,Mordred2D_AATSC0i,Mordred2D_BCUTdv-1l,Mordred2D_BCUTse-1l,Mordred2D_BCUTare-1l,Mordred2D_BalabanJ,Mordred2D_SpMAD_DzZ,Mordred2D_SpAbs_Dzse,Mordred2D_SpMAD_Dzse,Mordred2D_SpMAD_Dzpe,Mordred2D_SpMAD_Dzare,Mordred2D_SpAbs_Dzi,Mordred2D_SpDiam_Dzi,Mordred2D_SpMAD_Dzi,Mordred2D_Sse,Mordred2D_Spe,Mordred2D_Sare,Mordred2D_Sp,Mordred2D_Si,Mordred2D_SsCH3,Mordred2D_ETA_dEpsilon_D,Mordred2D_fMF,Mordred2D_CIC0,Mordred2D_ZMIC1,Mordred2D_FilterItLogS,Mordred2D_VMcGowan,Mordred2D_AMID_h,Mordred2D_MID_C,Mordred2D_AMID_O,Mordred2D_apol,Mordred2D_bpol,Mordred2D_TopoPSA
3-METHYLHEPTANE,0,0.9536574074074072,0.5261016802172798,13.875,2.862065598305084,6.405777393935816,8.0,4.166666666666667,0.0,6.845601851851852,0,0,5.142857142857143,3.2227000000000023,18,0,26,181.25648000000004,339.4173400000001,249.0734439999999,137.12,43.08272344001699,29.053254152131,4342.872585156481,7578.921304906435,6090.190507957128,151.83240822120703,4.094674556213023,-8.313609467455622,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335451,30.278285659102124,1.1645494484270047,0.9871445730036408,2.54252881260334,2.296528812603332,2.862065598305084,4.940699577817226,39.525596622537805,4.940699577817226,4.940699577817226,4.940699577817226,39.525596622537805,30.51630347207013,4.940699577817226,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,6.845601851851852,0.0,0.0,3.8099480779216,24.13720727697972,-2.6520022005496857,123.58000000000004,0.0,14.66013744428829,0.0,25.36227399999997,18.057726,0.0
4-METHYLHEPTANE,0,0.9629629629629628,0.5261016802172798,10.5,2.919612641438553,6.405777393935816,8.0,4.166666666666667,0.0,6.8525,0,0,5.142857142857143,3.2227000000000023,18,0,26,181.25648000000004,339.41734,307.14461200000005,137.12,46.08988758607399,29.041181864866,4342.872585156481,7578.921304906436,7945.220002043464,151.83240822120703,4.094674556213023,-7.31360946745562,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335452,30.278285659102124,1.1645494484270047,0.98714471549652,2.541908684728885,2.2959086847288863,2.919612641438553,4.885505762520355,39.08404610016285,4.885505762520355,4.885505762520355,4.885505762520355,39.08404610016285,29.63985772912603,4.885505762520355,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,6.8525,0.0,0.0,3.8099480779216,24.13720727697972,-2.6520022005496857,123.58000000000004,0.0,14.658474095218851,0.0,25.36227399999997,18.057726,0.0
3-ETHYLHEXANE,0,0.9999999999999998,0.5261016802172798,10.5,3.074373412065184,6.405777393935816,8.0,3.061224489795918,0.0,6.82537037037037,0,0,5.142857142857143,3.2227000000000023,18,0,26,181.25648000000004,339.41734,307.120896,137.12,50.09140372971499,28.034757580017,4342.872585156481,7578.921304906436,7939.753089355015,151.83240822120703,5.094674556213023,-5.31360946745562,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335451,30.278285659102124,1.1645494484270047,0.9871364524740552,2.540289865508449,2.2942898655084463,3.074373412065184,4.6946921131584975,37.55753690526798,4.6946921131584975,4.6946921131584975,4.6946921131584975,37.55753690526798,27.014157596250644,4.6946921131584975,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,6.82537037037037,0.0,0.0,3.8099480779216,24.13720727697972,-2.6520022005496857,123.58000000000004,0.0,14.665870701783351,0.0,25.36227399999997,18.057726,0.0
"2,2-DIMETHYLHEXANE",0,0.5515972222222223,0.5167600429991204,12.0,3.1117661943884265,6.621320343559642,8.0,6.0,0.0,9.12472222222222,0,0,3.111111111111111,3.2227000000000023,18,0,26,181.25648000000004,339.4647720000001,249.0497279999999,137.12,39.08120729637599,28.046829867282,4342.872585156481,7589.855130283332,6084.72359526868,151.83240822120703,7.094674556213022,-14.775147928994087,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335449,30.278285659102124,1.1645494484270047,0.9871345365608584,2.5237330657529955,2.277733065752995,3.1117661943884265,4.603315829967354,36.82652663973884,4.603315829967354,4.603315829967354,4.603315829967354,36.82652663973884,28.38130059733968,4.603315829967354,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.12472222222222,0.0,0.0,3.8099480779216,24.13720727697972,-2.634542200549686,123.58000000000004,0.0,14.440482950922028,0.0,25.36227399999997,18.057726,0.0
"2,3-DIMETHYLHEXANE",0,0.8703240740740739,0.5286347163806405,14.625,3.170819357347939,6.568914100752346,8.0,3.061224489795918,0.0,9.160416666666666,0,0,3.9375,3.0786000000000016,18,0,26,181.25648000000004,339.4410560000001,246.65472,137.12,46.07781529880899,24.033241436375995,4342.872585156481,7584.388217594883,6275.494221136773,151.83240822120703,7.094674556213022,-8.54437869822485,1246.8595205864642,-107.90130466613648,-0.0587130177514801,-0.043136094674557,-0.4823690359335453,30.278285659102124,1.1645494484270047,0.987131928180929,2.530659224243291,2.2846592242432933,3.170819357347939,4.545369410308372,36.36295528246697,4.545369410308372,4.545369410308372,4.545369410308372,36.36295528246697,27.132867326985664,4.545369410308372,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.160416666666666,0.0,0.0,3.8099480779216,23.41346490856623,-2.278202200549686,123.58000000000004,0.0,14.496041347962494,0.0,25.36227399999997,18.057726,0.0
"2,4-DIMETHYLHEXANE",0,0.8795833333333332,0.5286347163806405,14.625,3.0988280941131414,6.568914100752346,8.0,4.166666666666667,0.0,9.144212962962964,0,0,3.9375,3.0786000000000016,18,0,26,181.25648000000004,339.44105600000006,307.120896,137.12,46.08988758607399,28.034757580017,4342.872585156481,7584.388217594884,7939.753089355015,151.83240822120703,6.094674556213022,-9.544378698224849,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335453,30.278285659102124,1.1645494484270047,0.9871333303702092,2.535010616140841,2.2890106161408394,3.0988280941131414,4.599110294171302,36.792882353370416,4.599110294171302,4.599110294171302,4.599110294171302,36.792882353370416,27.75621318046929,4.599110294171302,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.144212962962964,0.0,0.0,3.8099480779216,23.41346490856623,-2.278202200549686,123.58000000000004,0.0,14.496634225424746,0.0,25.36227399999997,18.057726,0.0
"2,5-DIMETHYLHEXANE",1,0.8864814814814813,0.5286347163806405,11.25,2.9278193611827583,6.568914100752346,8.0,6.0,0.0,9.120555555555557,0,0,3.9375,3.0786000000000016,18,0,26,181.25648000000004,339.4410560000001,251.44473600000003,137.12,40.08763158122499,32.060418298188,4342.872585156481,7584.388217594884,5893.952969400589,151.83240822120703,5.094674556213021,-12.54437869822485,1246.8595205864642,-107.90130466613648,-0.0587130177514801,-0.043136094674557,-0.4823690359335449,30.278285659102124,1.1645494484270047,0.9871257554121632,2.538607080965068,2.2926070809650634,2.9278193611827583,4.777871123438915,38.22296898751132,4.777871123438915,4.777871123438915,4.777871123438915,38.22296898751132,29.841472548148964,4.777871123438915,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.120555555555557,0.0,0.0,3.8099480779216,23.41346490856623,-2.278202200549686,123.58000000000004,0.0,14.501920711364177,0.0,25.36227399999997,18.057726,0.0
"3,3-DIMETHYLHEXANE",0,0.5920138888888888,0.528150214884252,12.0,3.373381552563661,6.621320343559642,8.0,3.061224489795918,0.0,9.166736111111112,0,0,3.111111111111111,3.2227000000000023,18,0,26,181.25648000000004,339.46477200000004,244.259712,137.12,45.07139101395999,20.01965300547,4342.872585156481,7589.855130283333,6466.264847004869,151.83240822120703,9.09467455621302,-10.775147928994082,1246.8595205864642,-107.90130466613654,-0.0587130177514801,-0.043136094674557,-0.4823690359335451,30.278285659102124,1.1645494484270047,0.9871326167037492,2.521941906811444,2.27594190681144,3.373381552563661,4.360661473435618,34.88529178748494,4.360661473435618,4.360661473435618,4.360661473435618,34.88529178748494,25.36163497243465,4.360661473435618,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.166736111111112,0.0,0.0,3.8099480779216,24.13720727697972,-2.634542200549686,123.58000000000004,0.0,14.431060601229376,0.0,25.36227399999997,18.057726,0.0
"3,4-DIMETHYLHEXANE",0,0.9166666666666664,0.5286347163806405,18.0,3.292478156075495,6.568914100752346,8.0,2.34375,0.0,9.176574074074075,0,0,3.9375,3.0786000000000016,18,0,26,181.25648000000004,339.44105600000006,244.259712,137.12,49.07290715760099,20.01965300547,4342.872585156481,7584.388217594885,6466.264847004869,151.83240822120703,8.094674556213022,-6.5443786982248495,1246.8595205864642,-107.90130466613648,-0.0587130177514801,-0.043136094674557,-0.4823690359335453,30.278285659102124,1.1645494484270047,0.9871322689517006,2.52964520985138,2.283645209851381,3.292478156075495,4.418967454470456,35.35173963576364,4.418967454470456,4.418967454470456,4.418967454470456,35.35173963576364,25.64773067158277,4.418967454470456,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.176574074074075,0.0,0.0,3.8099480779216,23.41346490856623,-2.278202200549686,123.58000000000004,0.0,14.491605750444004,0.0,25.36227399999997,18.057726,0.0
2-METHYL-3-ETHYLPENTANE,0,0.8796296296296295,0.5286347163806405,11.25,3.3548772347438,6.568914100752346,8.0,2.34375,0.0,9.150462962962964,0,0,3.9375,3.0786000000000016,18,0,26,181.25648000000004,339.4410560000001,302.33088000000004,137.12,52.08007130365799,20.007580718204995,4342.872585156481,7584.388217594883,8321.294341091205,151.83240822120703,8.094674556213022,-5.54437869822485,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335453,30.278285659102124,1.1645494484270047,0.9872083145630632,2.5295885035416537,2.2835885035416528,3.3548772347438,4.354683836325121,34.83747069060095,4.354683836325121,4.354683836325121,4.354683836325121,34.83747069060095,23.949872881629705,4.354683836325121,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.150462962962964,0.0,0.0,3.8099480779216,23.41346490856623,-2.278202200549686,123.58000000000004,0.0,14.501137576846991,0.0,25.36227399999997,18.057726,0.0
3-METHYL-3-ETHYLPENTANE,0,0.625,0.528150214884252,12.0,3.5832125652604643,6.621320343559642,8.0,1.851851851851852,0.0,9.166666666666668,0,0,3.111111111111111,3.2227000000000023,18,0,26,181.25648000000004,339.4647720000001,181.39852800000003,137.12,48.05441058548699,12.004548430922997,4342.872585156481,7589.855130283333,4992.776604654723,151.83240822120703,11.09467455621302,-7.775147928994079,1246.8595205864642,-107.90130466613654,-0.0587130177514801,-0.043136094674557,-0.4823690359335447,30.278285659102124,1.1645494484270047,0.987256900388486,2.520641051052279,2.2746410510522783,3.5832125652604643,4.167623374343519,33.340986994748164,4.167623374343519,4.167623374343519,4.167623374343519,33.340986994748164,21.90656147487386,4.167623374343519,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,9.166666666666668,0.0,0.0,3.8099480779216,24.13720727697972,-2.634542200549686,123.58000000000004,0.0,14.430140687119286,0.0,25.36227399999997,18.057726,0.0
"2,2,3-TRIMETHYLPENTANE",0,0.5086805555555556,0.49115396327407,16.125,3.623281003705976,6.784457050376173,8.0,2.34375,0.0,11.429976851851851,0,0,2.52,3.0786000000000016,18,0,26,181.25648000000004,339.48848800000013,181.39852800000003,137.12,44.05289444184599,12.004548430922998,4342.872585156481,7595.32204297178,4992.776604654723,151.83240822120703,12.094674556213022,-12.005917159763316,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335452,30.278285659102124,1.1645494484270047,0.9871925171914708,2.5134871164885224,2.26748711648852,3.623281003705976,4.0787921530603874,32.6303372244831,4.0787921530603874,4.0787921530603874,4.0787921530603874,32.6303372244831,23.270345084885715,4.0787921530603874,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,11.429976851851851,0.0,0.0,3.8099480779216,23.58736256250015,-2.2607422005496858,123.58000000000004,0.0,14.275065064478456,0.0,25.36227399999997,18.057726,0.0
"2,2,4-TRIMETHYLPENTANE",0,0.5219907407407407,0.49115396327407,12.75,3.388924101358251,6.784457050376173,8.0,6.0,0.0,11.39236111111111,0,0,2.52,3.0786000000000016,18,0,26,181.25648000000004,339.48848800000013,362.79705600000005,137.12,44.08911130364099,24.009096861846,4342.872585156481,7595.322042971781,9985.553209309446,151.83240822120703,9.094674556213018,-15.005917159763316,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335452,30.278285659102124,1.1645494484270047,0.9871756209250764,2.519710778991346,2.273710778991345,3.388924101358251,4.258454363439399,34.06763490751519,4.258454363439399,4.258454363439399,4.258454363439399,34.06763490751519,25.43806860798159,4.258454363439399,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,11.39236111111111,0.0,0.0,3.8099480779216,23.58736256250015,-2.2607422005496858,123.58000000000004,0.0,14.279080744360847,0.0,25.36227399999997,18.057726,0.0
"2,3,3-TRIMETHYLPENTANE",0,0.5416666666666667,0.517234095658858,12.75,3.708324167474306,6.784457050376174,8.0,1.851851851851852,0.0,11.44675925925926,0,0,2.52,3.0786000000000016,18,0,26,181.25648000000004,339.48848800000013,120.932352,137.12,44.04082215458099,8.003032287281998,4342.872585156481,7595.32204297178,3328.5177364364818,151.83240822120703,13.09467455621302,-11.00591715976331,1246.8595205864642,-107.90130466613653,-0.0587130177514801,-0.043136094674557,-0.4823690359335453,30.278285659102124,1.1645494484270047,0.98720929216597,2.512925024792526,2.266925024792529,3.708324167474306,4.017069887865125,32.136559102921005,4.017069887865125,4.017069887865125,4.017069887865125,32.136559102921005,22.34529084972194,4.017069887865125,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,11.44675925925926,0.0,0.0,3.8099480779216,23.58736256250015,-2.2607422005496858,123.58000000000004,0.0,14.27167968973773,0.0,25.36227399999997,18.057726,0.0
"2,3,4-TRIMETHYLPENTANE",0,0.8425925925925924,0.5174907689766356,12.0,3.464226847231096,6.732050807568878,8.0,2.34375,0.0,11.444444444444446,0,0,3.111111111111111,2.9345000000000017,18,0,26,181.25648000000004,339.4647720000001,241.864704,137.12,48.06648287275199,16.006064574563997,4342.872585156481,7589.855130283332,6657.035472872964,151.83240822120703,10.094674556213022,-8.77514792899408,1246.8595205864642,-107.90130466613648,-0.0587130177514801,-0.043136094674557,-0.4823690359335452,30.278285659102124,1.1645494484270047,0.9871887527804404,2.522473260763046,2.276473260763045,3.464226847231096,4.201975120703727,33.61580096562983,4.201975120703727,4.201975120703727,4.201975120703727,33.61580096562983,24.272002097952665,4.201975120703727,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,11.444444444444446,0.0,0.0,3.8099480779216,26.803818516890026,-1.904402200549686,123.58000000000004,0.0,14.335089041004249,0.0,25.36227399999997,18.057726,0.0
"2,2,3,3-TETRAMETHYLBUTANE",0,0.4374999999999999,0.4537321644153058,14.25,4.020391543176799,7.0,8.0,1.851851851851852,0.0,13.625000000000002,0,0,1.75,3.0786000000000016,18,0,26,181.25648000000004,339.53592000000015,0.0,137.12,36.01364529276899,0.0,4342.872585156481,7606.255868348679,0.0,151.83240822120703,17.094674556213004,-17.467455621301777,1246.8595205864642,-107.90130466613654,-0.0587130177514801,-0.043136094674557,-0.4823690359335452,30.278285659102124,1.1645494484270047,0.9867651470618468,2.50032507845525,2.2543250784552487,4.020391543176799,3.734313483298445,29.87450786638756,3.734313483298445,3.734313483298445,3.734313483298445,29.87450786638756,20.58300524425837,3.734313483298445,24.9905316824472,23.529411764705884,23.84,15.186990419161678,29.737606813317583,13.625000000000002,0.0,0.0,3.8099480779216,27.60155386186528,-2.243282200549686,123.58000000000004,0.0,14.0625,0.0,25.36227399999997,18.057726,0.0
n-NONANE,0,1.3671875,0.4777243799437154,10.0,2.595082706793886,6.949747468305834,9.0,8.0,0.0,4.527422052154195,0,0,8.0,3.7569000000000026,20,0,29,202.2339240000001,382.1231319999998,311.98206000000005,153.05,48.10273615577199,39.08120729637599,4839.50224529498,8497.656591183839,7574.612575684173,152.8733449780197,1.212841854934602,-9.217598097502972,1397.342566174485,-107.07605871068868,-0.0582639714625469,-0.0428061831153408,-0.4786798025441109,33.932561514511,1.170088328086586,0.9871436209956076,2.5550697732657897,2.3090697732657897,2.595082706793886,6.164930959811597,55.48437863830438,6.164930959811597,6.164930959811597,6.164930959811597,55.48437863830438,44.32390805791538,6.164930959811597,27.87836853605244,26.25490196078432,26.6,16.985544910179645,33.15289645924176,4.527422052154195,0.0,0.0,3.964409893473381,31.375750671093662,-3.4482147003950465,137.66999999999993,0.0,16.829767537834112,0.0,28.36585999999997,20.06414,0.0
"2,2,5-TRIMETHYLHEXANE",0,0.5320138888888889,0.5339051517407362,12.666666666666666,3.2807108400137506,7.49156383156272,9.0,8.0,0.0,11.469861111111111,0,0,3.239669421487603,3.468700000000003,20,0,29,202.2339240000001,382.2179960000001,316.70092799999986,153.05,50.11558472546999,44.08911130364099,4839.50224529498,8519.524241937632,7176.670585882642,152.8733449780197,9.2128418549346,-18.458977407847804,1397.342566174485,-107.0760587106887,-0.058263971462547,-0.0428061831153408,-0.4786798025441108,33.932561514511,1.170088328086586,0.987125283805888,2.521720815899521,2.2757208158995166,3.2807108400137506,4.992484472712969,44.93236025441672,4.992484472712969,4.992484472712969,4.992484472712969,44.93236025441672,34.616844750355455,4.992484472712969,27.87836853605244,26.25490196078432,26.6,16.985544910179645,33.15289645924176,11.469861111111111,0.0,0.0,3.964409893473381,25.714358998507173,-2.6831547003950464,137.66999999999993,0.0,16.272093595774795,0.0,28.36585999999997,20.06414,0.0
"3,3,5-TRIMETHYLHEPTANE",0,0.5649074074074074,0.5588720384570234,15.3,3.6418624522888208,8.198670612749268,10.0,3.92,0.0,11.619560185185186,0,0,4.0,3.858800000000003,22,0,32,223.211368,424.947504,495.728164,168.98000000000002,77.155990307903,53.08649558850699,5336.131905433478,9443.72644090348,12365.684729093906,153.71910609293008,12.30859375,-11.890625,1547.7509673946556,-106.40787900838224,-0.0579003906250007,-0.0425390625000003,-0.4756927283856634,37.58502473308684,1.1745320229089635,0.9871443299379496,2.5176243343259475,2.271624334325948,3.6418624522888208,5.227509972563065,52.27509972563064,5.227509972563065,5.227509972563065,5.227509972563065,52.27509972563064,38.457946357678615,5.227509972563065,30.766205389657685,28.98039215686275,29.360000000000003,18.784099401197608,36.568186105165935,11.619560185185186,0.0,0.0,4.103961767465442,28.36743460335942,-3.102042638111995,151.75999999999985,0.0,18.25157703278592,0.0,31.369445999999964,22.070554,0.0
